2.0,2.099290780141844,2.0,2.1271676300578033,2.0,
2.0,2.064516129032258,2.0,2.1538461538461537,2.0,
2.1136363636363638,2.2637362637362637,2.0584415584415585,2.1479289940828403,2.2476190476190476,
2.0,2.4782608695652173,2.1607142857142856,2.052132701421801,2.0,
2.0,2.040983606557377,2.0354609929078014,2.2595419847328246,2.0,
2.064516129032258,2.317073170731707,2.25,2.4054054054054053,2.0202020202020203,
2.0588235294117645,2.1237113402061856,2.091743119266055,2.168067226890756,2.1452991452991452,
2.0265486725663715,2.0508474576271185,2.4502923976608186,2.3047210300429186,2.1137724550898205,
2.0,2.340659340659341,2.0923076923076924,2.186147186147186,2.0,
2.3076923076923075,2.0127388535031847,2.0,2.142857142857143,2.1055900621118013,
2.1414141414141414,2.01010101010101,2.297872340425532,2.0,2.1346153846153846,
2.2,2.2097902097902096,2.0793650793650795,2.0,2.0,
2.0709219858156027,2.245398773006135,2.272,2.0,2.041322314049587,
2.115606936416185,2.0294117647058822,2.0,2.0,2.0357142857142856,
2.0632183908045976,2.040650406504065,2.197278911564626,2.116883116883117,2.0,
2.3146853146853146,2.302158273381295,2.0,2.0,2.1755725190839694,
2.1904761904761907,2.293233082706767,2.0254237288135593,2.0604026845637584,2.2096774193548385,
2.0303030303030303,2.1302083333333335,2.111111111111111,2.076388888888889,2.0,
2.0201342281879193,2.0216216216216214,2.125,2.016260162601626,2.1310344827586207,
2.0,2.0,2.1121495327102804,2.652941176470588,2.119718309859155,
2.4134615384615383,2.0652173913043477,2.1436781609195403,2.198019801980198,2.079710144927536,
2.0,2.172185430463576,2.110169491525424,2.1,2.1415929203539825,
2.1056338028169015,2.236842105263158,2.0615384615384613,2.0977443609022557,2.0,
2.423611111111111,2.0813008130081303,2.0,2.0259740259740258,2.0,
2.4234234234234235,2.0476190476190474,2.0638297872340425,2.0095238095238095,2.3988095238095237,
2.141304347826087,2.36,2.1598173515981736,2.0,2.0683760683760686,
2.112781954887218,2.0082644628099175,2.0,2.056603773584906,2.337278106508876,
2.049689440993789,2.054421768707483,2.0714285714285716,2.185567010309278,2.0828402366863905,
2.108108108108108,2.0121951219512195,2.042016806722689,2.0,2.0,
2.0,2.0,2.041958041958042,2.1293103448275863,2.108695652173913,
2.111764705882353,2.0,2.088607594936709,2.0,2.008771929824561,
2.0,2.0618556701030926,2.206896551724138,2.0288461538461537,2.169811320754717,
2.0,2.110294117647059,2.213675213675214,2.1030927835051547,2.138728323699422,
2.111111111111111,2.0,2.204081632653061,2.5398230088495577,2.027027027027027,
2.3072916666666665,2.034090909090909,2.0123456790123457,2.2642487046632125,2.2363636363636363,
2.096296296296296,2.0,2.0948275862068964,2.110294117647059,2.037878787878788,
