-14.726996753130493,-14.71962928637211,-14.71885515510303,-14.764030972634389,-14.8195849756597,-15.430764646986992,-18.894233530285856,-24.360054535804217,-23.916140955119086,-16.986249841047936,-13.869621233321386,
-15.126374563407252,-15.107195628630393,-15.100908513690884,-15.060628569053078,-15.167769114241725,-15.661691869292618,-18.939072433171006,-24.351951096704724,-23.905099662041756,-16.99032953152511,-13.89385849314061,
-17.52792619428758,-17.448130092206444,-17.469514490611374,-17.48302232892786,-17.46690254547302,-17.55952830136238,-19.3524003168799,-24.254939695751602,-23.867403836793535,-16.973431968039076,-13.873316104265209,
-23.522089186302683,-23.53119948756349,-23.53190620968299,-23.497809890146662,-23.481333082731066,-23.10687306022818,-21.489457931791534,-23.559113138992874,-23.566400241313655,-16.871829402704105,-13.839168161996328,
-21.417434238137368,-21.305497271754053,-21.34520945271836,-21.304834518720885,-21.473570712362225,-22.938480519161775,-24.62995305484604,-22.810783659183073,-22.14621026989987,-16.562011621649383,-13.850368819074344,
-14.0185572259195,-14.003140165754195,-14.015434855367168,-14.01838547369631,-14.045225631327275,-14.446593788686112,-17.935266596286507,-29.87366599192081,-24.04422460399062,-15.917235177477933,-13.667047940034681,
-13.919215315155546,-13.924487632939687,-13.911134809789873,-13.920682819725867,-13.943881507450671,-14.332858999068051,-17.486033264210608,-24.651140366854467,-28.98852012986214,-25.369411402892844,-15.492908924932571,
-13.91597276532542,-13.913307268037665,-13.897928390959347,-13.918234074686154,-13.955500287658346,-14.312717859075597,-17.427063324214974,-24.352884212509245,-27.312099799837124,-26.671883434451615,-23.691186204355212,
-13.900013311148133,-13.911420016038962,-13.915607155891452,-13.921020298964375,-13.950897518494012,-14.332235638866672,-17.449727959189225,-24.328451824313305,-27.164760807234586,-26.563916235354334,-25.16119745288556,
-13.901654423104864,-13.901383907785295,-13.890548694404789,-13.899025447199412,-13.952369318889273,-14.324172721938425,-17.430676866602674,-24.31291769817046,-27.101096834890626,-26.445314162373734,-25.201892796027927,
-13.908259567567718,-13.903413831695667,-13.90135024632266,-13.90227086092461,-13.942605492037343,-14.311865266682686,-17.442651673922793,-24.321751330163284,-26.975804475023825,-26.508557951169916,-25.44365063786508,
